Sort,Station name,"Three Letter Code
(TLC)",National Location Code (NLC),Region,Local authority: district or unitary,Apr 1997 to Mar 1998,Apr 1998 to Mar 1999,Apr 1999 to Mar 2000,Apr 2000 to Mar 2001,Apr 2001 to Mar 2002,Apr 2002 to Mar 2003,Apr 2003 to Mar 2004,Apr 2004 to Mar 2005,Apr 2005 to Mar 2006,Apr 2006 to Mar 2007,Apr 2007 to Mar 2008,Apr 2008 to Mar 2009,Apr 2009 to Mar 2010,Apr 2010 to Mar 2011,Apr 2011 to Mar 2012,Apr 2012 to Mar 2013,Apr 2013 to Mar 2014,Apr 2014 to Mar 2015,Apr 2015 to Mar 2016,Apr 2016 to Mar 2017,Apr 2017 to Mar 2018,Apr 2018 to Mar 2019,Apr 2019 to Mar 2020,Apr 2020 to Mar 2021,Apr 2021 to Mar 2022,Apr 2022 to Mar 2023 [b],Apr 2023 to Mar 2024,Apr 2024 to Mar 2025
77,Appley Bridge,APB,2396,North West,West Lancashire,"78,862","87,623","113,028","127,160","141,063","134,086",[x],"146,150","171,572","174,175","178,291","206,156","220,060","226,086","237,396","241,314","241,738","243,034","247,246","246,606","231,150","224,338","226,782","39,006","127,662","130,716","129,034","126,192"
78,Apsley,APS,1430,East of England,Dacorum,"230,131","244,116","281,238","247,220","253,407","247,521",[x],"325,714","371,612","414,680","405,780","396,118","363,096","401,244","427,910","447,908","486,374","510,464","576,422","634,484","631,890","667,192","658,734","118,074","326,894","405,772","472,812","518,088"
79,Arbroath,ARB,9079,Scotland,Angus,"237,251","241,169","251,994","261,208","279,723","284,392",[x],"373,219","396,979","393,408","427,820","410,162","393,310","404,212","398,892","388,320","388,612","392,994","383,102","361,038","367,468","369,906","377,582","53,058","229,364","293,274","359,108","362,306"
80,Ardgay,ARD,8613,Scotland,Highland,"2,424","2,077","2,148","2,011","2,360","2,503",[x],"2,297","3,067","3,964","5,851","6,516","7,388","7,404","8,890","8,108","8,806","8,416","6,732","7,144","7,140","6,998","6,408",624,"3,968","4,412","5,674","5,734"
81,Ardlui,AUI,9962,Scotland,Argyll and Bute,"15,574","1,560","1,980","1,647","1,655","1,569",[x],"2,309","2,344","2,383","1,870","2,212","1,970","2,092","2,260","2,216","4,566","5,074","5,072","5,426","5,104","5,622","3,982",864,"3,054","3,282","4,118","4,050"
82,Ardrossan Harbour,ADS,9453,Scotland,North Ayrshire,"58,758","55,398","54,001","54,443","55,827","59,444",[x],"66,073","67,280","68,331","85,251","102,690","110,562","115,954","113,864","116,440","124,746","129,782","111,086","121,004","126,608","131,374","123,904","13,128","58,594","92,422","107,452","84,144"
83,Ardrossan South Beach,ASB,9569,Scotland,North Ayrshire,"120,500","148,232","163,411","155,808","152,239","157,557",[x],"180,767","186,954","191,782","201,388","219,852","216,002","229,090","235,224","241,502","218,638","219,186","221,090","224,466","229,512","220,638","215,924","23,670","118,668","143,200","171,736","167,462"
84,Ardrossan Town,ADN,9455,Scotland,North Ayrshire,"10,226","10,691","9,445","9,060","7,954","7,132",[x],"13,539","16,455","16,524","15,153","20,688","18,568","18,872","20,592","21,048","21,208","21,902","20,068","24,186","21,586","22,348","22,364","2,272","10,928","14,082","17,304","17,108"
85,Ardwick,ADK,2960,North West,Manchester,920,486,473,407,591,281,[x],285,358,456,479,574,754,668,584,616,568,542,896,860,882,"1,238","1,520",238,404,324,396,262
86,Argyle Street,AGS,9961,Scotland,Glasgow City,"395,533","485,354","458,512","449,476","414,227","363,186",[x],"467,305","574,278","616,686","606,397","748,878","734,756","783,634","1,196,468","1,336,662","1,369,928","1,438,396","1,382,948","1,413,190","1,411,372","1,295,376","1,311,820","382,016","773,154","809,914","1,270,566","1,279,026"
87,Arisaig,ARG,8821,Scotland,Highland,"7,022","6,593","5,871","6,935","7,154","7,678",[x],"7,228","7,086","7,636","7,290","6,188","7,076","7,622","7,526","7,390","7,394","7,596","7,058","6,262","6,886","6,226","5,942","1,072","3,802","4,196","6,078","5,572"
88,Arlesey,ARL,6171,East of England,Central Bedfordshire,"191,235","228,141","218,291","225,525","254,655","256,882",[x],"327,106","349,725","369,425","398,128","413,870","411,056","444,680","503,446","535,054","562,728","627,196","667,602","693,548","674,192","662,676","696,708","152,836","407,022","552,150","592,464","688,476"
89,Armadale (West Lothian),ARM,990,Scotland,West Lothian,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"11,170","126,088","141,076","164,696","186,334","215,390","238,688","249,778","260,082","251,770","35,928","134,362","172,918","213,400","232,232"
90,Armathwaite,AWT,2054,North West,Westmorland and Furness,"6,813","8,265","10,219","10,604","8,806","8,340",[x],"9,489","9,698","7,984","8,057","10,266","10,128","9,684","9,554","9,194","8,130","7,786","5,950","2,180","7,100","7,616","9,510","1,700","6,988","8,430","11,432","13,282"
91,Arnside,ARN,1963,North West,Westmorland and Furness,"79,970","81,226","89,763","87,048","84,757","76,334",[x],"89,182","90,928","92,774","105,084","102,314","107,698","115,862","102,426","110,032","115,464","114,090","109,736","110,610","103,168","96,348","115,338","28,764","100,034","91,330","106,286","119,618"
92,Arram,ARR,8045,Yorkshire and The Humber,East Riding of Yorkshire,"2,304","1,863","1,964","2,555","2,653","2,154",[x],"2,043","2,126","2,420","2,825","2,698","3,518","3,234","3,484","2,496","1,900","1,976","1,704","1,506","1,998","1,392",828,92,738,598,"1,790","1,030"
93,Arrochar and Tarbet,ART,9963,Scotland,Argyll and Bute,"5,372","5,331","9,622","12,989","7,231","7,662",[x],"7,998","9,171","10,067","9,569","10,038","9,012","8,784","9,546","9,232","10,662","13,618","15,236","15,742","17,800","20,192","18,288","3,824","15,400","16,958","21,686","20,438"
94,Arundel,ARU,5251,South East,Arun,"186,796","191,996","199,683","209,470","213,769","220,660",[x],"233,284","240,359","250,436","265,511","262,294","267,834","274,844","288,752","291,114","300,890","304,460","311,906","272,682","302,718","327,110","316,818","85,660","208,680","258,394","279,888","308,686"
95,Ascot (Berks),ACT,5666,South East,Windsor and Maidenhead,"698,858","747,115","803,007","864,547","839,690","857,875",[x],"939,510","789,039","1,008,215","1,045,853","1,081,070","1,014,440","1,084,438","1,140,482","1,143,716","1,179,120","1,225,750","1,255,918","1,247,078","1,212,682","1,234,810","1,118,622","154,666","550,756","821,410","857,346","947,036"
96,Ascott-Under-Wychwood,AUW,3003,South East,West Oxfordshire,"2,310","3,135","2,641","2,337","2,104","2,050",[x],"2,534","2,931","1,769","2,499","2,860","2,264","1,658","2,702","2,484","2,856","4,026","4,532","4,644","3,312","2,638","3,036",638,"1,162","1,628","1,392","1,282"
97,Ash,ASH,5641,South East,Guildford,"181,615","188,358","207,728","201,313","186,269","200,666",[x],"215,700","224,467","238,863","272,414","281,700","288,932","270,936","273,152","283,620","274,754","288,550","288,430","279,244","261,276","268,106","245,978","67,150","160,032","204,050","232,930","259,336"
98,Ash Vale,AHV,5547,South East,Guildford,"315,847","326,761","339,801","364,203","335,835","350,887",[x],"395,265","398,287","407,035","471,787","476,558","437,858","437,436","452,036","452,824","454,772","474,462","488,636","480,854","466,782","459,054","421,022","88,390","227,016","303,058","328,490","358,324"
99,Ashburys,ABY,2941,North West,Manchester,"56,391","54,823","50,336","47,606","49,417","51,278",[x],"55,946","52,620","46,528","45,418","66,526","68,558","71,722","86,106","83,264","91,330","91,502","87,136","98,472","90,950","112,846","128,958","35,190","65,502","65,988","89,420","105,284"
100,Ashchurch for Tewkesbury,ASC,4700,South West,Tewkesbury,"30,814","38,212","50,319","49,217","48,937","49,180",[x],"47,501","56,513","64,592","58,212","67,390","64,622","68,964","74,168","76,386","83,840","87,384","91,000","94,244","101,236","102,688","108,234","17,576","68,810","81,830","93,894","108,740"
101,Ashfield,ASF,9953,Scotland,Glasgow City,"217,599","31,656","40,862","44,123","39,818","29,496",[x],"39,944","38,735","42,469","43,850","53,040","58,046","54,662","69,676","76,390","74,160","80,470","76,500","50,340","83,486","84,458","66,384","23,920","45,230","52,060","69,608","64,718"
102,Ashford (Surrey),AFS,5667,South East,Spelthorne,"503,480","524,094","622,159","592,735","535,611","534,929",[x],"610,706","642,131","697,972","928,868","998,700","954,572","913,396","958,994","963,786","975,950","1,043,988","1,066,986","1,057,340","1,032,946","1,076,006","986,432","236,906","616,080","724,968","762,484","882,266"
103,Ashford International,AFK,5004,South East,Ashford,"1,710,114","1,791,672","1,822,014","1,942,014","2,005,787","2,072,300",[x],"2,286,350","2,408,539","2,606,065","2,819,499","2,758,866","2,756,090","3,123,070","3,310,834","3,329,948","3,481,076","3,614,790","3,764,590","3,798,486","3,900,868","4,102,872","4,020,566","1,064,288","2,656,922","3,246,968","3,510,838","3,791,778"
104,Ashington,ASL,7608,North East,Northumberland,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"130,630"
105,Ashley,ASY,2850,North West,Cheshire East,"5,170","5,522","6,849","5,443","4,441","3,868",[x],"3,378","4,300","3,898","3,870","4,740","4,328","5,478","6,676","7,174","5,856","6,362","7,578","8,680","8,114","8,030","8,224","1,918","6,666","7,902","8,248","8,648"
106,Ashley Down,ASD,5548,South West,"Bristol, City of",[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"50,988"
107,Ashtead,AHD,5347,South East,Mole Valley,"655,473","743,100","799,579","806,660","776,304","777,382",[x],"830,308","874,137","925,232","1,035,665","1,048,224","1,056,286","1,095,148","1,176,568","1,205,956","1,249,748","1,296,434","1,329,660","1,317,284","1,264,878","1,308,084","1,272,990","261,410","696,822","847,384","933,800","1,023,956"
108,Ashton-Under-Lyne,AHN,2790,North West,Tameside,"156,595","145,901","195,198","217,484","234,825","245,428",[x],"324,797","337,993","337,580","344,041","450,868","461,086","519,126","581,362","492,472","470,580","380,042","361,946","386,720","324,674","326,674","362,246","70,596","168,024","142,178","154,486","180,238"
109,Ashurst (Kent),AHS,5398,South East,Tunbridge Wells,"4,517","5,439","5,685","4,634","4,567","5,058",[x],"6,572","10,831","14,732","17,360","20,172","16,694","22,326","24,432","24,976","24,630","23,524","26,508","22,628","25,700","38,190","45,624","6,094","18,842","26,488","27,422","27,738"
110,Ashurst New Forest,ANF,5906,South East,New Forest,"24,949","22,770","25,615","30,723","31,812","38,400",[x],"49,102","56,768","71,275","82,733","88,500","88,710","101,108","103,642","109,842","117,340","124,132","129,164","131,592","144,608","153,670","134,242","30,792","74,566","91,488","101,806","108,328"
111,Ashwell and Morden,AWM,6083,East of England,South Cambridgeshire,"75,395","85,410","96,117","91,556","91,648","89,061",[x],"98,481","96,452","108,013","104,417","116,908","112,350","115,720","130,196","119,042","131,148","138,638","144,158","150,384","152,372","156,490","159,254","34,748","104,212","140,696","146,024","173,122"
112,Askam,ASK,1953,North West,Westmorland and Furness,"65,877","49,199","45,545","49,787","43,798","44,909",[x],"46,956","49,306","53,589","66,066","43,230","72,420","59,936","62,610","64,862","63,186","63,652","63,440","65,752","62,882","68,716","75,810","24,680","51,616","57,606","64,180","70,730"
113,Aslockton,ALK,6233,East Midlands,Rushcliffe,"22,652","20,897","20,943","20,914","20,624","15,991",[x],"16,064","18,538","21,363","21,473","18,334","13,712","14,644","15,912","15,704","21,100","22,226","23,766","30,572","24,942","31,204","33,438","3,736","15,914","23,472","23,194","23,218"
114,Aspatria,ASP,2095,North West,Cumberland,"19,620","15,905","14,321","12,672","12,178","10,826",[x],"18,259","21,844","21,032","25,715","27,540","32,622","30,734","30,078","29,472","26,170","27,682","26,842","25,904","22,420","21,026","29,096","9,968","25,962","27,878","28,040","31,666"
115,Aspley Guise,APG,1380,East of England,Central Bedfordshire,"21,944","16,762","14,795","13,360","13,749","10,986",[x],"11,202","11,916","10,552","11,880","14,050","11,348","13,646","12,444","11,246","12,884","10,086","9,564","9,454","9,962","11,636","9,408","2,858","4,146","4,650","3,320","8,300"
116,Aston,AST,1004,West Midlands,Birmingham,"133,530","131,436","136,444","125,757","149,696","153,463",[x],"162,092","162,901","167,698","206,324","341,302","344,792","336,266","445,164","437,680","484,232","489,476","533,212","525,306","570,798","658,072","683,092","128,910","388,006","555,192","632,440","613,448"
117,Atherstone,ATH,1074,West Midlands,North Warwickshire,"8,483","10,381","9,062","7,625","6,779","5,779",[x],"1,658","1,425","3,162","4,757","10,630","40,006","65,340","77,564","83,342","99,974","120,764","141,494","143,476","148,934","171,606","151,174","29,300","95,118","98,690","106,942","113,120"
118,Atherton,ATN,2584,North West,Wigan,"176,792","171,136","185,868","192,274","199,684","179,915",[x],"200,086","225,721","231,362","239,276","369,202","367,554","410,512","424,058","448,934","433,766","441,830","436,000","338,164","295,810","288,906","329,668","65,272","179,860","192,862","204,852","218,476"
119,Attadale,ATT,8608,Scotland,Highland,259,314,234,294,231,216,[x],325,398,439,469,472,478,526,968,658,998,784,820,938,"1,170","1,322","1,228",62,764,"1,042","1,344","1,034"
120,Attenborough,ATB,1624,East Midlands,Broxtowe,"30,430","29,895","28,436","28,839","29,554","31,116",[x],"26,797","24,756","33,333","37,566","37,418","58,748","66,038","79,798","89,938","94,756","112,532","111,678","105,742","107,902","99,484","106,882","17,586","46,934","52,704","68,916","96,094"
121,Attercliffe,[z],[z],[z],[z],20,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z]
122,Attleborough,ATL,7367,East of England,Breckland,"41,828","46,531","46,141","48,457","48,530","65,840",[x],"133,370","139,252","154,442","151,389","154,064","153,410","161,610","171,018","157,792","154,172","153,828","153,804","159,466","159,916","163,062","158,464","41,592","131,918","168,896","172,376","175,046"
123,Auchinleck,AUK,9457,Scotland,East Ayrshire,"17,013","21,903","25,832","28,399","29,505","28,870",[x],"35,915","37,773","39,006","35,729","35,758","37,818","48,584","55,768","57,124","55,966","62,658","61,986","61,838","67,404","77,754","72,080","5,162","35,324","44,532","61,900","64,852"
124,Audley End,AUD,7017,East of England,Uttlesford,"647,508","671,952","739,673","735,296","773,260","762,515",[x],"751,265","721,057","728,880","773,805","765,608","722,606","746,746","751,194","810,540","838,804","878,746","928,532","930,960","1,011,622","979,414","1,006,730","172,636","502,644","623,570","751,334","814,130"
125,Aughton Park,AUG,2215,North West,West Lancashire,"85,650","86,669","103,120","100,142","92,840","95,060",[x],"86,413","83,012","89,200","85,699","124,736","109,592","96,224","78,530","78,136","179,740","183,340","187,670","200,604","180,544","204,282","218,496","37,232","112,192","139,550","162,460","185,634"
126,Aviemore,AVM,8610,Scotland,Highland,"53,872","61,358","61,795","62,338","70,230","70,272",[x],"80,977","91,456","101,294","115,431","121,090","124,972","132,336","132,052","136,456","141,311","150,724","152,082","145,200","147,964","138,490","132,618","25,492","92,240","112,090","130,090","123,654"
127,Avoncliff,AVF,3265,South West,Wiltshire,"6,440","6,313","7,700","8,866","8,812","7,928",[x],"8,428","10,624","13,888","15,256","15,774","16,240","19,650","18,266","16,404","19,394","19,432","19,948","21,016","20,510","24,396","23,448","6,088","18,812","23,402","24,136","25,078"
128,Avonmouth,AVN,3200,South West,"Bristol, City of","41,042","41,659","36,925","36,514","39,992","40,089",[x],"33,815","43,365","47,834","44,468","61,948","68,448","83,674","88,642","97,880","111,440","119,924","129,860","144,110","123,932","107,752","127,142","46,076","88,332","109,936","134,538","171,440"
129,Axminster,AXM,5714,South West,East Devon,"208,433","204,535","221,027","208,879","174,790","167,029",[x],"181,586","176,270","181,825","205,870","213,590","211,204","252,662","279,604","345,560","355,710","386,226","394,438","395,216","399,084","384,220","377,688","141,960","303,842","366,450","379,754","417,946"
130,Aylesbury,AYS,1492,South East,Buckinghamshire,"695,298","841,798","893,701","946,496","957,599","939,033",[x],"1,101,302","1,048,931","1,092,423","1,129,973","1,093,076","1,025,136","1,067,280","1,060,518","1,068,894","1,104,398","1,134,222","1,158,350","1,176,646","1,178,490","1,235,236","1,207,764","298,176","742,942","873,932","852,610","900,484"
131,Aylesbury Vale Parkway,AVP,1090,South East,Buckinghamshire,[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],[z],"13,042","49,212","55,864","73,130","81,696","100,886","128,644","168,610","169,164","185,748","203,266","206,834","36,706","86,896","103,744","108,894","127,578"
132,Aylesford,AYL,5162,South East,Tonbridge and Malling,"82,882","84,892","88,820","70,305","67,739","60,545",[x],"62,484","83,218","80,375","92,776","97,428","96,178","96,396","98,924","107,356","112,666","115,906","115,314","122,554","144,792","162,366","166,018","41,442","117,816","109,192","152,216","184,616"
133,Aylesham,AYH,5197,South East,Dover,"75,482","70,184","80,924","83,488","79,761","73,566",[x],"78,255","89,758","97,712","93,672","89,906","74,004","72,766","71,356","68,472","68,376","80,828","83,346","88,752","109,050","120,244","121,648","44,884","96,992","103,126","100,646","106,320"
134,Ayr,AYR,9463,Scotland,South Ayrshire,"1,143,214","1,152,157","1,180,367","1,137,686","1,097,949","1,153,577",[x],"1,256,522","1,365,515","1,417,081","1,384,604","1,459,894","1,423,932","1,513,874","1,523,418","1,539,552","1,476,414","1,572,182","1,555,702","1,634,550","1,676,046","1,458,918","1,395,968","238,652","725,962","821,288","684,190","795,560"
135,Bache,BAC,2187,North West,Cheshire West and Chester,"68,257","64,575","60,259","45,089","32,398","50,475",[x],"58,283","60,430","53,016","88,074","104,334","187,704","197,178","191,796","187,208","321,052","368,236","366,028","360,100","338,656","458,908","466,508","129,020","307,870","346,922","403,316","495,366"
136,Baglan,BAJ,4186,Wales,Neath Port Talbot - Castell-nedd Port Talbot,"22,781","18,400","14,414","10,401","11,605","12,576",[x],"10,810","10,169","8,023","10,826","18,506","20,972","17,642","19,638","20,828","22,552","27,510","26,882","23,776","23,716","22,894","21,770","5,976","17,780","25,072","25,040","35,200"
137,Bagshot,BAG,5681,South East,Surrey Heath,"85,014","83,978","88,198","89,985","82,815","81,653",[x],"95,357","102,262","118,241","138,110","140,500","136,836","145,444","149,408","153,586","165,174","166,896","173,680","160,076","157,480","143,736","131,110","31,562","85,444","104,228","114,140","120,552"
138,Baildon,BLD,8552,Yorkshire and The Humber,Bradford,"149,539","158,946","167,284","165,490","148,490","145,848",[x],"170,826","179,592","170,751","178,691","219,246","213,690","221,770","220,296","208,456","216,490","250,846","276,716","289,944","286,048","296,602","294,380","112,288","206,774","214,742","198,294","210,976"
139,Baillieston,BIO,9763,Scotland,Glasgow City,"56,481","58,058","53,322","51,355","44,909","38,976",[x],"48,120","50,550","57,376","66,369","81,434","89,118","97,056","109,156","114,694","111,966","112,870","126,234","156,480","159,510","149,914","175,460","29,156","93,060","117,350","155,306","162,068"
140,Balcombe,BAB,5492,South East,Mid Sussex,"79,801","91,253","87,713","82,158","83,045","89,872",[x],"102,564","109,748","109,506","110,226","105,060","103,042","118,202","121,982","124,448","124,892","128,740","128,748","128,066","132,118","152,040","179,896","49,106","123,504","163,380","180,896","213,026"
141,Baldock,BDK,6084,East of England,North Hertfordshire,"229,353","264,542","288,326","315,713","315,216","331,732",[x],"377,278","386,350","427,635","419,784","473,396","455,724","496,896","517,036","535,106","568,182","623,898","658,208","648,738","653,280","637,664","654,320","154,004","387,170","502,586","527,306","568,602"
142,Balham,BAL,5399,London,Wandsworth,"1,623,938","2,468,685","2,696,217","2,801,798","2,746,281","2,910,390",[x],"3,161,416","3,236,366","5,455,384","5,543,764","5,084,538","5,052,242","5,935,140","6,463,982","6,784,734","6,916,220","7,643,798","10,114,526","8,750,756","8,463,278","8,140,418","7,823,990","2,043,894","3,688,758","4,175,938","5,213,410","5,955,232"
143,Balloch,BHC,9862,Scotland,West Dunbartonshire,"381,198","458,641","476,617","453,307","448,533","463,350",[x],"486,973","552,343","554,798","571,658","600,764","539,450","546,924","552,912","559,570","516,450","553,606","546,584","543,006","529,196","554,282","487,734","67,320","278,900","351,268","430,574","444,334"
144,Balmossie,BSI,9013,Scotland,Angus,171,384,253,268,344,797,[x],136,993,"1,227",615,406,804,362,314,"1,078","1,446","1,092",992,"1,364",698,984,"1,524",392,"1,172",834,"1,186","1,708"
145,Bamber Bridge,BMB,2561,North West,South Ribble,"64,814","63,942","69,066","66,713","64,268","57,613",[x],"66,867","64,725","64,189","69,633","66,402","70,060","77,160","82,878","84,876","88,540","83,172","86,178","89,676","88,718","68,764","87,266","20,844","67,978","69,168","73,916","75,068"
146,Bamford,BAM,2820,East Midlands,High Peak,"14,811","15,796","16,352","18,038","16,888","15,510",[x],"16,618","18,621","19,547","22,836","23,836","24,442","25,656","25,050","27,044","27,774","28,628","27,922","30,514","31,624","34,526","43,746","20,208","45,520","49,270","68,984","72,778"
147,Banavie,BNV,8839,Scotland,Highland,"2,036","1,763","1,335","2,072","2,467","2,918",[x],"2,514","2,688","3,066","4,037","4,208","4,478","5,056","5,328","6,542","5,672","5,918","6,344","5,852","6,468","6,462","6,260","1,056","4,228","4,284","6,798","6,796"
148,Banbury,BAN,4502,South East,Cherwell,"667,451","759,084","833,538","881,112","908,065","920,602",[x],"1,137,434","1,174,068","1,289,983","1,469,985","1,579,510","1,706,264","1,857,004","1,942,390","2,055,032","2,180,646","2,336,852","2,429,822","2,488,760","2,618,632","2,787,266","2,870,216","630,722","1,885,448","1,813,406","1,895,360","2,269,872"
149,Bangor (Gwynedd),BNG,2471,Wales,Gwynedd - Gwynedd,"531,567","510,718","524,639","508,245","529,705","512,981",[x],"534,185","537,511","547,163","564,158","550,714","591,978","633,664","676,858","680,102","662,970","670,770","673,626","657,050","662,040","658,934","624,926","106,520","444,790","578,010","697,246","720,066"
150,Bank Hall,BAH,2238,North West,Liverpool,"63,232","66,950","72,990","65,474","55,234","51,477",[x],"71,052","74,624","62,692","85,014","197,086","171,010","172,426","174,680","160,480","160,876","159,438","164,114","168,450","172,016","257,006","317,538","93,466","184,840","211,188","214,170","226,404"
